titulo,emocionalidad
"España: un ""grave acto de sabotaje"" dejó sin trenes a más de 10 mil pasajeros",1.1404850482940674
"Línea Sarmiento: demoras, usuarios varados y advertencia de la Unión Ferroviaria",1.2446293830871582
Tiroteo masivo en una escuela para adultos en Suecia,1.2497811317443848
