titulo,subjetividad
"Los Ángeles, devastada por el fuego",0.6284946236559141
Temporal en Las Grutas: el agua arrastró un vehículo al mar,0.6061818181818183
"Tras el apagón, sigue el calor agobiante y hay alerta por temperaturas extremas",0.5973913043478261
