titulo,emocionalidad
Nueva oleada de explosiones en el Líbano: al menos tres muertos y 100 heridos,1.2532649040222168
Brasil: la justicia mantiene el bloqueo a la red social X  Brasil,1.2796669006347656
Colapsó un boliche en República Dominicana: hay 66 muertos y más de 150 heridos,1.3510757684707642
