titulo,subjetividad
El vicepresidente de EE.UU. acusa a Dinamarca de haber descuidado Groenlandia,0.646236559139785
Elecciones en Uruguay: Cristina Kirchner celebró la elección de Yamandú Orsi,0.6241341991341992
"Murió Frederik, el príncipe de Luxemburgo, por una rara enfermedad",0.6011904761904762
