titulo,seccion,subjetividad
"Dólar blue hoy, dólar hoy: a cuánto cotizan el martes 30 de abril",economia,0.1073232323232323
"Dólar blue hoy, dólar hoy: a cuánto cotizan el miércoles 08 de mayo",economia,0.11484375
CFK de recorrida por la sede del Partido Justicialista,el-pais,0.1366666666666666
"Dólar blue hoy, dólar hoy: a cuánto cotizan el jueves 23 de mayo",economia,0.1487654320987654
Se define la interna radical en Corrientes,el-pais,0.1627777777777777
