seccion,0.25,0.5,0.75
economia,1.7992006540298462,2.0487301349639893,2.430483818054199
el-mundo,2.1085427999496456,2.546353340148926,3.0535017251968384
el-pais,2.0926464200019836,2.571655750274658,3.2826857566833496
negrx,2.977292537689209,3.860661506652832,4.251506805419922
sociedad,2.1804447770118713,2.7302751541137695,3.399273931980133
