titulo,emocionalidad
Rusia lanzó un devastador bombardeo a un instituto militar en el centro de Ucrania,1.103379726409912
Nueva oleada de explosiones en el Líbano: al menos tres muertos y 100 heridos,1.1682407855987549
Israel bombardeó una escuela en Gaza,1.1716755628585815
