,mean,std,min,max
emocionalidad_bert,2.8337695140717583,0.8776753137003412,1.1404850482940674,4.808804988861084
emocionalidad_roberta_multi,-0.07137345148868852,0.16413316860855529,-0.5658862590789795,0.7866345643997192
emocionalidad_vader,0.328097661990648,0.8112099923565264,-0.9995,0.999
emocionalidad_bert_translated,2.9332228700718086,0.8159682758322628,1.329362154006958,4.859118461608887
